"Notes"	"State"	"State Code"	"County"	"County Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	159	17112195	0.9
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	412	17112195	2.4
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	27	17112195	0.2
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	57	17112195	0.3
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	82	17112195	0.5
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	13	17112195	Unreliable
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	15	17112195	Unreliable
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Schizophrenia, unspecified"	"F20.9"	20	17112195	0.1
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Depressive episode, unspecified"	"F32.9"	17	17112195	Unreliable
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Psychological and behavioural factors associated with disorders or diseases classified elsewhere"	"F54"	36	17112195	0.2
	"Georgia"	"13"	"Gilmer County, GA"	"13123"	"Unspecified dementia"	"F03"	101	517587	19.5
	"Georgia"	"13"	"Glascock County, GA"	"13125"	"Unspecified dementia"	"F03"	25	55002	45.5
	"Georgia"	"13"	"Glynn County, GA"	"13127"	"Vascular dementia, unspecified"	"F01.9"	75	1453837	5.2
	"Georgia"	"13"	"Glynn County, GA"	"13127"	"Unspecified dementia"	"F03"	336	1453837	23.1
	"Georgia"	"13"	"Glynn County, GA"	"13127"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	11	1453837	Unreliable
	"Georgia"	"13"	"Glynn County, GA"	"13127"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	12	1453837	Unreliable
	"Georgia"	"13"	"Glynn County, GA"	"13127"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	17	1453837	Unreliable
	"Georgia"	"13"	"Gordon County, GA"	"13129"	"Unspecified dementia"	"F03"	222	992353	22.4
	"Georgia"	"13"	"Grady County, GA"	"13131"	"Vascular dementia, unspecified"	"F01.9"	10	465888	Unreliable
	"Georgia"	"13"	"Grady County, GA"	"13131"	"Unspecified dementia"	"F03"	175	465888	37.6
	"Georgia"	"13"	"Grady County, GA"	"13131"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	14	465888	Unreliable
	"Georgia"	"13"	"Greene County, GA"	"13133"	"Unspecified dementia"	"F03"	133	299366	44.4
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"Vascular dementia, unspecified"	"F01.9"	94	14494010	0.6
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"Unspecified dementia"	"F03"	2503	14494010	17.3
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	12	14494010	Unreliable
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	74	14494010	0.5
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	145	14494010	1.0
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	17	14494010	Unreliable
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	20	14494010	0.1
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, dependence syndrome"	"F19.2"	10	14494010	Unreliable
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"Depressive episode, unspecified"	"F32.9"	17	14494010	Unreliable
	"Georgia"	"13"	"Habersham County, GA"	"13137"	"Unspecified dementia"	"F03"	195	778809	25.0
	"Georgia"	"13"	"Hall County, GA"	"13139"	"Vascular dementia, unspecified"	"F01.9"	39	3252275	1.2
	"Georgia"	"13"	"Hall County, GA"	"13139"	"Unspecified dementia"	"F03"	1009	3252275	31.0
	"Georgia"	"13"	"Hall County, GA"	"13139"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	88	3252275	2.7
	"Georgia"	"13"	"Hall County, GA"	"13139"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	15	3252275	Unreliable
	"Georgia"	"13"	"Hancock County, GA"	"13141"	"Unspecified dementia"	"F03"	63	178839	35.2
	"Georgia"	"13"	"Haralson County, GA"	"13143"	"Unspecified dementia"	"F03"	118	530938	22.2
	"Georgia"	"13"	"Harris County, GA"	"13145"	"Vascular dementia, unspecified"	"F01.9"	11	563749	Unreliable
	"Georgia"	"13"	"Harris County, GA"	"13145"	"Unspecified dementia"	"F03"	110	563749	19.5
	"Georgia"	"13"	"Hart County, GA"	"13147"	"Unspecified dementia"	"F03"	228	467474	48.8
	"Georgia"	"13"	"Heard County, GA"	"13149"	"Unspecified dementia"	"F03"	89	217794	40.9
	"Georgia"	"13"	"Henry County, GA"	"13151"	"Vascular dementia, unspecified"	"F01.9"	26	3458577	0.8
	"Georgia"	"13"	"Henry County, GA"	"13151"	"Unspecified dementia"	"F03"	660	3458577	19.1
	"Georgia"	"13"	"Henry County, GA"	"13151"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	47	3458577	1.4
	"Georgia"	"13"	"Henry County, GA"	"13151"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	15	3458577	Unreliable
	"Georgia"	"13"	"Houston County, GA"	"13153"	"Vascular dementia, unspecified"	"F01.9"	23	2535197	0.9
	"Georgia"	"13"	"Houston County, GA"	"13153"	"Unspecified dementia"	"F03"	665	2535197	26.2
	"Georgia"	"13"	"Houston County, GA"	"13153"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	24	2535197	0.9
	"Georgia"	"13"	"Houston County, GA"	"13153"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	32	2535197	1.3
	"Georgia"	"13"	"Irwin County, GA"	"13155"	"Vascular dementia, unspecified"	"F01.9"	18	182519	Unreliable
	"Georgia"	"13"	"Irwin County, GA"	"13155"	"Unspecified dementia"	"F03"	40	182519	21.9
	"Georgia"	"13"	"Jackson County, GA"	"13157"	"Unspecified dementia"	"F03"	286	1047217	27.3
	"Georgia"	"13"	"Jasper County, GA"	"13159"	"Unspecified dementia"	"F03"	90	248500	36.2
	"Georgia"	"13"	"Jeff Davis County, GA"	"13161"	"Unspecified dementia"	"F03"	41	269426	15.2
	"Georgia"	"13"	"Jefferson County, GA"	"13163"	"Unspecified dementia"	"F03"	113	317761	35.6
	"Georgia"	"13"	"Jenkins County, GA"	"13165"	"Unspecified dementia"	"F03"	96	164045	58.5
	"Georgia"	"13"	"Johnson County, GA"	"13167"	"Unspecified dementia"	"F03"	68	182031	37.4
	"Georgia"	"13"	"Jones County, GA"	"13169"	"Unspecified dementia"	"F03"	139	517294	26.9
	"Georgia"	"13"	"Lamar County, GA"	"13171"	"Unspecified dementia"	"F03"	118	331108	35.6
	"Georgia"	"13"	"Lanier County, GA"	"13173"	"Unspecified dementia"	"F03"	12	172417	Unreliable
	"Georgia"	"13"	"Laurens County, GA"	"13175"	"Vascular dementia, unspecified"	"F01.9"	11	894141	Unreliable
	"Georgia"	"13"	"Laurens County, GA"	"13175"	"Unspecified dementia"	"F03"	297	894141	33.2
	"Georgia"	"13"	"Laurens County, GA"	"13175"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	24	894141	2.7
	"Georgia"	"13"	"Lee County, GA"	"13177"	"Unspecified dementia"	"F03"	76	520366	14.6
	"Georgia"	"13"	"Liberty County, GA"	"13179"	"Unspecified dementia"	"F03"	115	1202447	9.6
	"Georgia"	"13"	"Liberty County, GA"	"13179"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	12	1202447	Unreliable
	"Georgia"	"13"	"Lincoln County, GA"	"13181"	"Unspecified dementia"	"F03"	16	153263	Unreliable
	"Georgia"	"13"	"Long County, GA"	"13183"	"Unspecified dementia"	"F03"	46	261369	17.6
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"Vascular dementia, unspecified"	"F01.9"	13	1978818	Unreliable
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"Unspecified dementia"	"F03"	361	1978818	18.2
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	14	1978818	Unreliable
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	24	1978818	1.2
	"Georgia"	"13"	"Lumpkin County, GA"	"13187"	"Unspecified dementia"	"F03"	126	524532	24.0
	"Georgia"	"13"	"McDuffie County, GA"	"13189"	"Unspecified dementia"	"F03"	104	408128	25.5
	"Georgia"	"13"	"McDuffie County, GA"	"13189"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	10	408128	Unreliable
	"Georgia"	"13"	"McIntosh County, GA"	"13191"	"Vascular dementia, unspecified"	"F01.9"	12	248368	Unreliable
	"Georgia"	"13"	"McIntosh County, GA"	"13191"	"Unspecified dementia"	"F03"	29	248368	11.7
	"Georgia"	"13"	"Macon County, GA"	"13193"	"Unspecified dementia"	"F03"	60	269082	22.3
	"Georgia"	"13"	"Macon County, GA"	"13193"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	10	269082	Unreliable
	"Georgia"	"13"	"Madison County, GA"	"13195"	"Unspecified dementia"	"F03"	190	522184	36.4
	"Georgia"	"13"	"Marion County, GA"	"13197"	"Unspecified dementia"	"F03"	17	154495	Unreliable
	"Georgia"	"13"	"Meriwether County, GA"	"13199"	"Vascular dementia, unspecified"	"F01.9"	18	418954	Unreliable
	"Georgia"	"13"	"Meriwether County, GA"	"13199"	"Unspecified dementia"	"F03"	121	418954	28.9
	"Georgia"	"13"	"Miller County, GA"	"13201"	"Unspecified dementia"	"F03"	28	116187	24.1
	"Georgia"	"13"	"Mitchell County, GA"	"13205"	"Unspecified dementia"	"F03"	128	443824	28.8
	"Georgia"	"13"	"Mitchell County, GA"	"13205"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	14	443824	Unreliable
	"Georgia"	"13"	"Monroe County, GA"	"13207"	"Vascular dementia, unspecified"	"F01.9"	18	477368	Unreliable
	"Georgia"	"13"	"Monroe County, GA"	"13207"	"Unspecified dementia"	"F03"	97	477368	20.3
	"Georgia"	"13"	"Montgomery County, GA"	"13209"	"Unspecified dementia"	"F03"	41	169095	24.2
	"Georgia"	"13"	"Morgan County, GA"	"13211"	"Unspecified dementia"	"F03"	111	327770	33.9
	"Georgia"	"13"	"Morgan County, GA"	"13211"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	12	327770	Unreliable
	"Georgia"	"13"	"Murray County, GA"	"13213"	"Vascular dementia, unspecified"	"F01.9"	10	742021	Unreliable
	"Georgia"	"13"	"Murray County, GA"	"13213"	"Unspecified dementia"	"F03"	87	742021	11.7
	"Georgia"	"13"	"Murray County, GA"	"13213"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	10	742021	Unreliable
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"Multi-infarct dementia"	"F01.1"	10	3621942	Unreliable
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"Vascular dementia, unspecified"	"F01.9"	46	3621942	1.3
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"Unspecified dementia"	"F03"	731	3621942	20.2
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	32	3621942	0.9
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	52	3621942	1.4
	"Georgia"	"13"	"Newton County, GA"	"13217"	"Vascular dementia, unspecified"	"F01.9"	32	1714320	1.9
	"Georgia"	"13"	"Newton County, GA"	"13217"	"Unspecified dementia"	"F03"	443	1714320	25.8
	"Georgia"	"13"	"Newton County, GA"	"13217"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	18	1714320	Unreliable
	"Georgia"	"13"	"Newton County, GA"	"13217"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	15	1714320	Unreliable
	"Georgia"	"13"	"Oconee County, GA"	"13219"	"Unspecified dementia"	"F03"	169	592662	28.5
	"Georgia"	"13"	"Oglethorpe County, GA"	"13221"	"Unspecified dementia"	"F03"	108	267612	40.4
	"Georgia"	"13"	"Oglethorpe County, GA"	"13221"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	10	267612	Unreliable
	"Georgia"	"13"	"Paulding County, GA"	"13223"	"Unspecified dementia"	"F03"	335	2388579	14.0
	"Georgia"	"13"	"Paulding County, GA"	"13223"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	17	2388579	Unreliable
	"Georgia"	"13"	"Paulding County, GA"	"13223"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	16	2388579	Unreliable
	"Georgia"	"13"	"Peach County, GA"	"13225"	"Unspecified dementia"	"F03"	130	493819	26.3
	"Georgia"	"13"	"Peach County, GA"	"13225"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	13	493819	Unreliable
	"Georgia"	"13"	"Pickens County, GA"	"13227"	"Unspecified dementia"	"F03"	160	531472	30.1
	"Georgia"	"13"	"Pierce County, GA"	"13229"	"Unspecified dementia"	"F03"	90	337132	26.7
	"Georgia"	"13"	"Pike County, GA"	"13231"	"Unspecified dementia"	"F03"	69	313801	22.0
	"Georgia"	"13"	"Polk County, GA"	"13233"	"Vascular dementia, unspecified"	"F01.9"	10	767859	Unreliable
	"Georgia"	"13"	"Polk County, GA"	"13233"	"Unspecified dementia"	"F03"	171	767859	22.3
	"Georgia"	"13"	"Pulaski County, GA"	"13235"	"Unspecified dementia"	"F03"	40	209490	19.1
	"Georgia"	"13"	"Putnam County, GA"	"13237"	"Unspecified dementia"	"F03"	79	389619	20.3
	"Georgia"	"13"	"Putnam County, GA"	"13237"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	15	389619	Unreliable
	"Georgia"	"13"	"Quitman County, GA"	"13239"	"Unspecified dementia"	"F03"	14	46945	Unreliable
	"Georgia"	"13"	"Rabun County, GA"	"13241"	"Unspecified dementia"	"F03"	82	303815	27.0
	"Georgia"	"13"	"Randolph County, GA"	"13243"	"Unspecified dementia"	"F03"	32	143767	22.3
	"Georgia"	"13"	"Richmond County, GA"	"13245"	"Multi-infarct dementia"	"F01.1"	12	3789769	Unreliable
	"Georgia"	"13"	"Richmond County, GA"	"13245"	"Vascular dementia, unspecified"	"F01.9"	101	3789769	2.7
	"Georgia"	"13"	"Richmond County, GA"	"13245"	"Unspecified dementia"	"F03"	755	3789769	19.9
	"Georgia"	"13"	"Richmond County, GA"	"13245"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	11	3789769	Unreliable
	"Georgia"	"13"	"Richmond County, GA"	"13245"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	40	3789769	1.1
	"Georgia"	"13"	"Richmond County, GA"	"13245"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	85	3789769	2.2
	"Georgia"	"13"	"Richmond County, GA"	"13245"	"Psychological and behavioural factors associated with disorders or diseases classified elsewhere"	"F54"	13	3789769	Unreliable
	"Georgia"	"13"	"Richmond County, GA"	"13245"	"Unspecified mental retardation"	"F79"	11	3789769	Unreliable
	"Georgia"	"13"	"Rockdale County, GA"	"13247"	"Vascular dementia, unspecified"	"F01.9"	14	1544117	Unreliable
	"Georgia"	"13"	"Rockdale County, GA"	"13247"	"Unspecified dementia"	"F03"	549	1544117	35.6
	"Georgia"	"13"	"Rockdale County, GA"	"13247"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	12	1544117	Unreliable
	"Georgia"	"13"	"Schley County, GA"	"13249"	"Unspecified dementia"	"F03"	11	87083	Unreliable
	"Georgia"	"13"	"Screven County, GA"	"13251"	"Unspecified dementia"	"F03"	67	279208	24.0
	"Georgia"	"13"	"Seminole County, GA"	"13253"	"Unspecified dementia"	"F03"	75	168937	44.4
	"Georgia"	"13"	"Spalding County, GA"	"13255"	"Vascular dementia, unspecified"	"F01.9"	12	1183635	Unreliable
	"Georgia"	"13"	"Spalding County, GA"	"13255"	"Unspecified dementia"	"F03"	329	1183635	27.8
	"Georgia"	"13"	"Spalding County, GA"	"13255"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	19	1183635	Unreliable
	"Georgia"	"13"	"Spalding County, GA"	"13255"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	13	1183635	Unreliable
	"Georgia"	"13"	"Stephens County, GA"	"13257"	"Unspecified dementia"	"F03"	168	487599	34.5
	"Georgia"	"13"	"Stephens County, GA"	"13257"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	11	487599	Unreliable
	"Georgia"	"13"	"Stewart County, GA"	"13259"	"Unspecified dementia"	"F03"	13	108168	Unreliable
	"Georgia"	"13"	"Sumter County, GA"	"13261"	"Multi-infarct dementia"	"F01.1"	14	613671	Unreliable
	"Georgia"	"13"	"Sumter County, GA"	"13261"	"Vascular dementia, unspecified"	"F01.9"	10	613671	Unreliable
	"Georgia"	"13"	"Sumter County, GA"	"13261"	"Unspecified dementia"	"F03"	257	613671	41.9
	"Georgia"	"13"	"Talbot County, GA"	"13263"	"Unspecified dementia"	"F03"	30	126270	23.8
	"Georgia"	"13"	"Taliaferro County, GA"	"13265"	"Unspecified dementia"	"F03"	13	34546	Unreliable
	"Georgia"	"13"	"Tattnall County, GA"	"13267"	"Unspecified dementia"	"F03"	85	456283	18.6
	"Georgia"	"13"	"Taylor County, GA"	"13269"	"Unspecified dementia"	"F03"	39	164755	23.7
	"Georgia"	"13"	"Telfair County, GA"	"13271"	"Vascular dementia, unspecified"	"F01.9"	11	285817	Unreliable
	"Georgia"	"13"	"Telfair County, GA"	"13271"	"Unspecified dementia"	"F03"	49	285817	17.1
	"Georgia"	"13"	"Terrell County, GA"	"13273"	"Unspecified dementia"	"F03"	58	186137	31.2
	"Georgia"	"13"	"Thomas County, GA"	"13275"	"Unspecified dementia"	"F03"	466	836150	55.7
	"Georgia"	"13"	"Thomas County, GA"	"13275"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	13	836150	Unreliable
	"Georgia"	"13"	"Tift County, GA"	"13277"	"Unspecified dementia"	"F03"	167	753217	22.2
	"Georgia"	"13"	"Tift County, GA"	"13277"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	10	753217	Unreliable
	"Georgia"	"13"	"Toombs County, GA"	"13279"	"Unspecified dementia"	"F03"	132	509291	25.9
	"Georgia"	"13"	"Towns County, GA"	"13281"	"Unspecified dementia"	"F03"	121	196229	61.7
	"Georgia"	"13"	"Treutlen County, GA"	"13283"	"Unspecified dementia"	"F03"	55	129312	42.5
	"Georgia"	"13"	"Troup County, GA"	"13285"	"Vascular dementia, unspecified"	"F01.9"	14	1235673	Unreliable
	"Georgia"	"13"	"Troup County, GA"	"13285"	"Unspecified dementia"	"F03"	819	1235673	66.3
	"Georgia"	"13"	"Troup County, GA"	"13285"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	16	1235673	Unreliable
	"Georgia"	"13"	"Troup County, GA"	"13285"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	24	1235673	1.9
	"Georgia"	"13"	"Turner County, GA"	"13287"	"Unspecified dementia"	"F03"	77	168832	45.6
	"Georgia"	"13"	"Twiggs County, GA"	"13289"	"Unspecified dementia"	"F03"	47	178508	26.3
	"Georgia"	"13"	"Union County, GA"	"13291"	"Unspecified dementia"	"F03"	198	388786	50.9
	"Georgia"	"13"	"Upson County, GA"	"13293"	"Vascular dementia, unspecified"	"F01.9"	19	514957	Unreliable
	"Georgia"	"13"	"Upson County, GA"	"13293"	"Unspecified dementia"	"F03"	143	514957	27.8
	"Georgia"	"13"	"Walker County, GA"	"13295"	"Vascular dementia, unspecified"	"F01.9"	57	1257307	4.5
	"Georgia"	"13"	"Walker County, GA"	"13295"	"Unspecified dementia"	"F03"	372	1257307	29.6
	"Georgia"	"13"	"Walton County, GA"	"13297"	"Vascular dementia, unspecified"	"F01.9"	27	1480915	1.8
